,Annees,Classement,prenom,nombre,pourcentage
0,1900,1,MARIE,48727.0,0.20497558061761476
1,1900,2,JEANNE,13983.0,0.05882105493414549
2,1900,3,MARGUERITE,8059.0,0.03390108572654498
3,1900,4,GERMAINE,6981.0,0.02936635804156974
4,1900,5,LOUISE,6698.0,0.02817588685896492
5,1900,6,YVONNE,5099.0,0.021449514346650066
6,1900,7,MADELEINE,4960.0,0.020864795285229325
7,1900,8,SUZANNE,4954.0,0.02083955561351332
8,1900,9,MARTHE,3772.0,0.015867340285460687
9,1900,10,MARCELLE,3767.0,0.01584630722569735
10,1901,1,MARIE,52167.0,0.20251714914613364
11,1901,2,JEANNE,14966.0,0.058099404875132474
12,1901,3,MARGUERITE,9018.0,0.035008715298940576
13,1901,4,GERMAINE,7694.0,0.02986882407518838
14,1901,5,LOUISE,7204.0,0.02796659847123175
15,1901,6,YVONNE,5718.0,0.022197808170253075
16,1901,7,MADELEINE,5628.0,0.021848419794016142
17,1901,8,SUZANNE,5328.0,0.02068379187322637
18,1901,9,MARCELLE,4259.0,0.01653383438214548
19,1901,10,MARTHE,4115.0,0.015974812980166387
20,1902,1,MARIE,51870.0,0.1983435047951177
21,1902,2,JEANNE,14932.0,0.05709784487373622
22,1902,3,MARGUERITE,9105.0,0.03481622539347497
23,1902,4,GERMAINE,8339.0,0.03188715030820294
24,1902,5,LOUISE,6985.0,0.02670964682849233
25,1902,6,MADELEINE,5945.0,0.02273283470227443
26,1902,7,YVONNE,5931.0,0.022679300692883035
27,1902,8,SUZANNE,5621.0,0.021493904770645007
28,1902,9,MARCELLE,4724.0,0.01806390431178207
29,1902,10,MARTHE,4040.0,0.015448385567231068
30,1903,1,MARIE,50445.0,0.19287901902981222
31,1903,2,JEANNE,15020.0,0.05742973269556506
32,1903,3,MARGUERITE,8850.0,0.03383842439119513
33,1903,4,GERMAINE,7937.0,0.030347522530272963
34,1903,5,LOUISE,6870.0,0.026267793849436217
35,1903,6,MADELEINE,6238.0,0.023851309757319233
36,1903,7,YVONNE,6087.0,0.02327395358974065
37,1903,8,SUZANNE,5778.0,0.02209247639913282
38,1903,9,MARCELLE,4764.0,0.018215395909565377
39,1903,10,MARTHE,4165.0,0.015925088993144373
40,1904,1,MARIE,50153.0,0.1893094675494289
41,1904,2,JEANNE,14912.0,0.05628741610864921
42,1904,3,MARGUERITE,9009.0,0.03400572235265697
43,1904,4,GERMAINE,8266.0,0.031201165608509548
44,1904,5,LOUISE,6847.0,0.02584495293025222
45,1904,6,YVONNE,6771.0,0.025558080369612646
46,1904,7,MADELEINE,6371.0,0.024048224787299094
47,1904,8,SUZANNE,6060.0,0.022874312072050308
48,1904,9,MARCELLE,4748.0,0.01792198576206186
49,1904,10,MARTHE,4282.0,0.016163004008666573
50,1905,1,MARIE,48998.0,0.18301615463628723
51,1905,2,JEANNE,15119.0,0.056472126248949484
52,1905,3,MARGUERITE,9061.0,0.033844429918759925
53,1905,4,GERMAINE,7913.0,0.02955644784760482
54,1905,5,YVONNE,6932.0,0.0258922401718181
55,1905,6,LOUISE,6756.0,0.025234849192268184
56,1905,7,MADELEINE,6699.0,0.025021944159118497
57,1905,8,SUZANNE,6284.0,0.023471846110747967
58,1905,9,MARCELLE,5206.0,0.019445326361004763
59,1905,10,MARTHE,4196.0,0.015672798580633113
60,1906,1,MARIE,48465.0,0.17744232620976746
61,1906,2,JEANNE,15500.0,0.05674932541527692
62,1906,3,MARGUERITE,9253.0,0.03387751664951983
63,1906,4,GERMAINE,8043.0,0.02944740802032724
64,1906,5,YVONNE,6973.0,0.025529873943272642
65,1906,6,MADELEINE,6911.0,0.025302876641611533
66,1906,7,LOUISE,6744.0,0.02469144842584694
67,1906,8,SUZANNE,6741.0,0.024680464685443982
68,1906,9,MARCELLE,5647.0,0.020675060685165725
69,1906,10,MARTHE,4367.0,0.015988664779904148
70,1907,1,MARIE,46069.0,0.1702463396427225
71,1907,2,JEANNE,14704.0,0.054338105409420474
72,1907,3,MARGUERITE,9045.0,0.0334254735737356
73,1907,4,GERMAINE,7908.0,0.029223730792824885
74,1907,5,YVONNE,7146.0,0.026407787082135387
75,1907,6,MADELEINE,7058.0,0.02608258623365681
76,1907,7,SUZANNE,6816.0,0.02518828390034072
77,1907,8,LOUISE,6600.0,0.024390063635893303
78,1907,9,MARCELLE,5792.0,0.021404128572590005
79,1907,10,MARTHE,4518.0,0.016696107198025143
80,1908,1,MARIE,47479.0,0.16842437593339507
81,1908,2,JEANNE,15323.0,0.0543559618447611
82,1908,3,MARGUERITE,9210.0,0.03267104408994647
83,1908,4,GERMAINE,7911.0,0.028063043408856302
84,1908,5,MADELEINE,7607.0,0.026984650639763606
85,1908,6,YVONNE,7430.0,0.026356770639337924
86,1908,7,SUZANNE,7054.0,0.02502296905651275
87,1908,8,LOUISE,6623.0,0.023494063518753036
88,1908,9,MARCELLE,6150.0,0.021816169506316048
89,1908,10,MARTHE,4561.0,0.016179438881025607
90,1909,1,MARIE,46419.0,0.16557930820459224
91,1909,2,JEANNE,15861.0,0.05657712159747167
92,1909,3,MARGUERITE,8874.0,0.03165408089376229
93,1909,4,GERMAINE,7956.0,0.028379520801304115
94,1909,5,MADELEINE,7514.0,0.02680288075678722
95,1909,6,YVONNE,7362.0,0.026260687800301774
96,1909,7,SUZANNE,7141.0,0.025472367778043327
97,1909,8,LOUISE,6442.0,0.02297899358999511
98,1909,9,MARCELLE,5985.0,0.02134884766161452
99,1909,10,LUCIENNE,4427.0,0.01579136985763868
100,1910,1,MARIE,45320.0,0.15987977266874337
101,1910,2,JEANNE,15903.0,0.05610256012248512
102,1910,3,MARGUERITE,9025.0,0.031838370439881046
103,1910,4,MADELEINE,8132.0,0.02868804747004018
104,1910,5,GERMAINE,8063.0,0.028444629457812835
105,1910,6,YVONNE,7666.0,0.027044093938185937
106,1910,7,SUZANNE,7545.0,0.026617230467468417
107,1910,8,LOUISE,6113.0,0.021565424764431337
108,1910,9,MARCELLE,6024.0,0.021251450806630847
109,1910,10,RENÉE,4572.0,0.016129089158020624
110,1911,1,MARIE,42314.0,0.15573393398035384
111,1911,2,JEANNE,14768.0,0.0543526666593058
112,1911,3,MARGUERITE,8405.0,0.030934057642975705
113,1911,4,MADELEINE,7868.0,0.028957663954185944
114,1911,5,YVONNE,7409.0,0.027268344209019274
115,1911,6,SUZANNE,7197.0,0.026488091951992403
116,1911,7,GERMAINE,7088.0,0.026086924517955003
117,1911,8,MARCELLE,5847.0,0.021519504466208084
118,1911,9,LOUISE,5824.0,0.021434854457191017
119,1911,10,RENÉE,4561.0,0.016786464831601688
120,1912,1,MARIE,43725.0,0.15283705420341223
121,1912,2,JEANNE,15524.0,0.05426283429282496
122,1912,3,MARGUERITE,8363.0,0.029232162019511412
123,1912,4,MADELEINE,8231.0,0.028770767138897337
124,1912,5,YVONNE,7852.0,0.027446004565012984
125,1912,6,SUZANNE,7469.0,0.026107260328079723
126,1912,7,GERMAINE,7425.0,0.0259534620345417
127,1912,8,MARCELLE,6379.0,0.02229725714725138
128,1912,9,LOUISE,6051.0,0.021150760777240648
129,1912,10,LUCIENNE,4753.0,0.016613711117868916
130,1913,1,MARIE,42714.0,0.1490546680345889
131,1913,2,JEANNE,15356.0,0.05358625936084532
132,1913,3,MARGUERITE,8289.0,0.028925273758924647
133,1913,4,MADELEINE,8259.0,0.02882058583362995
134,1913,5,YVONNE,7908.0,0.027595737107682
135,1913,6,SUZANNE,7394.0,0.025802083987632868
136,1913,7,GERMAINE,7116.0,0.02483197587990201
137,1913,8,MARCELLE,6415.0,0.022385768025515937
138,1913,9,LOUISE,5822.0,0.02031643670219077
139,1913,10,RENÉE,5090.0,0.017762051325000174
140,1914,1,MARIE,42335.0,0.14986158998067214
141,1914,2,JEANNE,15378.0,0.054436554404695324
142,1914,3,MADELEINE,8484.0,0.030032496265407407
143,1914,4,MARGUERITE,7775.0,0.02752270844690507
144,1914,5,YVONNE,7435.0,0.026319143061445553
145,1914,6,SUZANNE,7410.0,0.026230645606632352
146,1914,7,GERMAINE,6596.0,0.023349168477914576
147,1914,8,MARCELLE,6366.0,0.02253499189363314
148,1914,9,LOUISE,5691.0,0.02014556061367675
149,1914,10,RENÉE,4975.0,0.017610993507826717
150,1915,1,MARIE,26763.0,0.146706061635951
151,1915,2,JEANNE,9650.0,0.05289816144628507
152,1915,3,MADELEINE,5019.0,0.027512525626829508
153,1915,4,MARGUERITE,4665.0,0.025572012761338844
154,1915,5,YVONNE,4547.0,0.024925175139508624
155,1915,6,SUZANNE,4260.0,0.023351934483023255
156,1915,7,MARCELLE,4158.0,0.0227928036573734
157,1915,8,LOUISE,3773.0,0.020682358874283272
158,1915,9,GERMAINE,3721.0,0.020397311786697073
159,1915,10,RENÉE,3332.0,0.01826494030456185
160,1916,1,MARIE,19773.0,0.13518428627099757
161,1916,2,JEANNE,7627.0,0.05214436612496325
162,1916,3,MADELEINE,4269.0,0.029186350988261195
163,1916,4,MARGUERITE,3949.0,0.026998571106264573
164,1916,5,YVONNE,3743.0,0.025590187807229246
165,1916,6,SUZANNE,3585.0,0.02450997149049341
166,1916,7,MARCELLE,3582.0,0.024489461054099694
167,1916,8,LOUISE,2952.0,0.020182269411418843
168,1916,9,GERMAINE,2937.0,0.02007971722945025
169,1916,10,RENÉE,2903.0,0.01984726561698811
170,1917,1,MARIE,20315.0,0.12843775684390213
171,1917,2,JEANNE,8114.0,0.051299235000316114
172,1917,3,MADELEINE,4804.0,0.030372384143642916
173,1917,4,SUZANNE,4164.0,0.026326104823923627
174,1917,5,MARCELLE,4121.0,0.026054245432129988
175,1917,6,MARGUERITE,4084.0,0.025820319908958715
176,1917,7,YVONNE,3989.0,0.025219700322437883
177,1917,8,RENÉE,3368.0,0.02129354492002276
178,1917,9,GERMAINE,3164.0,0.020003793386862236
179,1917,10,ANDRÉE,3059.0,0.019339950685970792
180,1918,1,MARIE,22373.0,0.1252126706962167
181,1918,2,JEANNE,9009.0,0.05041974479516454
182,1918,3,MADELEINE,5467.0,0.030596597268860534
183,1918,4,MARCELLE,4920.0,0.027535258562793822
184,1918,5,SUZANNE,4902.0,0.02743451981195433
185,1918,6,YVONNE,4642.0,0.025979404522050595
186,1918,7,MARGUERITE,4597.0,0.025727557644951868
187,1918,8,RENÉE,3873.0,0.021675621222296843
188,1918,9,GERMAINE,3741.0,0.020936870382807254
189,1918,10,PAULETTE,3627.0,0.020298858294157153
190,1919,1,MARIE,23824.0,0.12088246635952182
191,1919,2,JEANNE,10054.0,0.051013780925899616
192,1919,3,MADELEINE,6137.0,0.031139006717947677
193,1919,4,YVONNE,5459.0,0.02769884922165168
194,1919,5,SUZANNE,5448.0,0.027643035456962513
195,1919,6,MARCELLE,5087.0,0.02581132917943618
196,1919,7,MARGUERITE,4992.0,0.025329301211666093
197,1919,8,RENÉE,4400.0,0.02232550587566723
198,1919,9,PAULETTE,4194.0,0.021280266282397355
199,1919,10,ANDRÉE,3952.0,0.020052363459235657
200,1920,1,MARIE,38309.0,0.11592277665143583
201,1920,2,JEANNE,16739.0,0.05065210155233455
202,1920,3,MADELEINE,9970.0,0.030169153024480286
203,1920,4,SUZANNE,9489.0,0.028713650255696433
204,1920,5,YVONNE,9055.0,0.02740036917118044
205,1920,6,MARCELLE,8632.0,0.026120374012769693
206,1920,7,MARGUERITE,8266.0,0.025012860471449752
207,1920,8,PAULETTE,8041.0,0.0243320119829334
208,1920,9,RENÉE,7412.0,0.022428662208369896
209,1920,10,DENISE,7066.0,0.021381668532695856
210,1921,1,MARIE,36817.0,0.11286910776475205
211,1921,2,JEANNE,16068.0,0.049259331927208515
212,1921,3,MADELEINE,9450.0,0.028970667582282828
213,1921,4,SUZANNE,9102.0,0.027903811252268602
214,1921,5,YVONNE,8796.0,0.0269657134448423
215,1921,6,PAULETTE,8129.0,0.024920905478981705
216,1921,7,MARCELLE,8030.0,0.024617403247167314
217,1921,8,RENÉE,7318.0,0.02243463972139108
218,1921,9,MARGUERITE,7303.0,0.02238865453475254
219,1921,10,SIMONE,7249.0,0.02222310786285378
220,1922,1,MARIE,34174.0,0.10946048096757248
221,1922,2,JEANNE,14691.0,0.04705577122650575
222,1922,3,MADELEINE,8682.0,0.02780874043894377
223,1922,4,SUZANNE,8620.0,0.027610152336292937
224,1922,5,YVONNE,8082.0,0.02588692009070992
225,1922,6,PAULETTE,7618.0,0.02440071235474241
226,1922,7,DENISE,7442.0,0.02383697838592715
227,1922,8,MARCELLE,7114.0,0.02278638326222598
228,1922,9,SIMONE,6911.0,0.022136167377740195
229,1922,10,MARGUERITE,6673.0,0.021373845306274102
230,1923,1,MARIE,33524.0,0.10662137707086995
231,1923,2,JEANNE,13855.0,0.04406512287665264
232,1923,3,MADELEINE,8751.0,0.02783211045063784
233,1923,4,SUZANNE,8374.0,0.02663308112371629
234,1923,5,PAULETTE,7875.0,0.02504603700134533
235,1923,6,YVONNE,7770.0,0.024712089841327393
236,1923,7,DENISE,7725.0,0.024568969629891132
237,1923,8,ODETTE,7218.0,0.022956481914375947
238,1923,9,SIMONE,7099.0,0.022578008466355617
239,1923,10,JACQUELINE,7059.0,0.0224507905006345
240,1924,1,MARIE,32394.0,0.10239535721736492
241,1924,2,JEANNE,13215.0,0.041771767785005784
242,1924,3,MADELEINE,8063.0,0.02548662608024984
243,1924,4,SUZANNE,7955.0,0.025145245004140827
244,1924,5,DENISE,7901.0,0.02497455446608632
245,1924,6,JACQUELINE,7895.0,0.02495558885074693
246,1924,7,ODETTE,7632.0,0.024124262711703683
247,1924,8,PAULETTE,7517.0,0.023760755084365377
248,1924,9,SIMONE,7374.0,0.023308741252109924
249,1924,10,YVONNE,7279.0,0.02300845234256959
250,1925,1,MARIE,31712.0,0.09776821361516098
251,1925,2,JEANNE,12314.0,0.03796410767082153
252,1925,3,JACQUELINE,8981.0,0.02768845630921294
